_num,_widgetName,_source,_resultNumber,_pageUrl,movietitle,year,people,image,description
258,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,58,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Slaughterhouse-Five,1972,Director: George Roy Hill; Stars: Michael Sacks Ron Leibman Eugene Roche Sharon Gans,<img height="209" width="140" alt="Image of Slaughterhouse-Five" title="Image of Slaughterhouse-Five" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNjE5MzE4ODAyMV5BMl5BanBnXkFtZTgwMTU3NTk4MDE@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Slaughterhouse-Five" title="Image of Slaughterhouse-Five" src="http://ia.media-imdb.com/images/M/MV5BNjE5MzE4ODAyMV5BMl5BanBnXkFtZTgwMTU3NTk4MDE@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A man tells his story of how he became unstuck in time and abducted by aliens. (104 mins.)
259,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,59,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Colossus: The Forbin Project,1970,Director: Joseph Sargent; Stars: Eric Braeden Susan Clark Gordon Pinsent William Schallert,<img height="209" width="140" alt="Image of Colossus: The Forbin Project" title="Image of Colossus: The Forbin Project" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjA3NjYzMzcwOF5BMl5BanBnXkFtZTcwODc3MTcyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Colossus: The Forbin Project" title="Image of Colossus: The Forbin Project" src="http://ia.media-imdb.com/images/M/MV5BMjA3NjYzMzcwOF5BMl5BanBnXkFtZTcwODc3MTcyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,An artificially intelligent supercomputer is developed and activated only to reveal that it has a sinister agenda of its own. (100 mins.)
260,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,60,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Incredible Shrinking Woman,1981,Director: Joel Schumacher; Stars: Lily Tomlin Charles Grodin Ned Beatty Henry Gibson,<img height="209" width="140" alt="Image of The Incredible Shrinking Woman" title="Image of The Incredible Shrinking Woman" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjAwODgyMDQyNV5BMl5BanBnXkFtZTcwMDIzMTgyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Incredible Shrinking Woman" title="Image of The Incredible Shrinking Woman" src="http://ia.media-imdb.com/images/M/MV5BMjAwODgyMDQyNV5BMl5BanBnXkFtZTcwMDIzMTgyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,When an ordinary woman is exposed to a unique mix of chemicals she begins to uncontrollably physically shrink. (88 mins.)
261,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,61,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Megaforce,1982,Director: Hal Needham; Stars: Barry Bostwick Michael Beck Persis Khambatta Edward Mulhare,<img height="209" width="140" alt="Image of Megaforce" title="Image of Megaforce" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjA4MTMzMzYyOF5BMl5BanBnXkFtZTcwMTQ5NzEyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Megaforce" title="Image of Megaforce" src="http://ia.media-imdb.com/images/M/MV5BMjA4MTMzMzYyOF5BMl5BanBnXkFtZTcwMTQ5NzEyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Story about a rapid deployment defense unit that is called into action whenever freedom is threatened. (99 mins.)
262,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,62,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Silent Rage,1982,Director: Michael Miller; Stars: Chuck Norris Ron Silver Steven Keats Toni Kalem,<img height="209" width="140" alt="Image of Silent Rage" title="Image of Silent Rage" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTk1Mjk1ODg5NV5BMl5BanBnXkFtZTcwMTQyMjcxMQ@@._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of Silent Rage" title="Image of Silent Rage" src="http://ia.media-imdb.com/images/M/MV5BMTk1Mjk1ODg5NV5BMl5BanBnXkFtZTcwMTQyMjcxMQ@@._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,Dan Stevens is the sheriff of a small Texas town who checks out a disturbance which turns to murder... (103 mins.)
263,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,63,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Zapped!,1982,Director: Robert J. Rosenthal; Stars: Scott Baio Willie Aames Robert Mandan Felice Schachter,<img height="209" width="140" alt="Image of Zapped!" title="Image of Zapped!" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjIzNzE5NzQ3OF5BMl5BanBnXkFtZTcwNTYxMTM4NA@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of Zapped!" title="Image of Zapped!" src="http://ia.media-imdb.com/images/M/MV5BMjIzNzE5NzQ3OF5BMl5BanBnXkFtZTcwNTYxMTM4NA@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,A high school science nerd gains telekinetic powers after a laboratory accident and uses them for revenge upon bullies. (98 mins.)
264,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,64,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Man Who Wasn't There,1983,Director: Bruce Malmuth; Stars: Steve Guttenberg Jeffrey Tambor Art Hindle Morgan Hart,<img height="209" width="140" alt="Image of The Man Who Wasn't There" title="Image of The Man Who Wasn't There" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNDY4NzU1OTk5N15BMl5BanBnXkFtZTYwMDg1ODc5._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Man Who Wasn't There" title="Image of The Man Who Wasn't There" src="http://ia.media-imdb.com/images/M/MV5BNDY4NzU1OTk5N15BMl5BanBnXkFtZTYwMDg1ODc5._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A State Department employee finds an egg-shaped device with a green fluid inside that makes the person who drinks it invisible. He finds himself being chased by foreign agents who want the substance. (111 mins.)
265,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,65,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Metalstorm: The Destruction of Jared-Syn,1983,Director: Charles Band; Stars: Jeffrey Byron Michael Preston Tim Thomerson Kelly Preston,<img height="209" width="140" alt="Image of Metalstorm: The Destruction of Jared-Syn" title="Image of Metalstorm: The Destruction of Jared-Syn" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNjc4MTE3NjUwN15BMl5BanBnXkFtZTYwNzg5Nzg5._V1._SY209_CR660140209_.jpg" />; <img height="209" width="140" alt="Image of Metalstorm: The Destruction of Jared-Syn" title="Image of Metalstorm: The Destruction of Jared-Syn" src="http://ia.media-imdb.com/images/M/MV5BNjc4MTE3NjUwN15BMl5BanBnXkFtZTYwNzg5Nzg5._V1._SY209_CR660140209_.jpg" class="zero-z-index" />,A seeker named Dogen rescues Dhyana after her father is murdered by the evil Jared-Syn. To avenge her father's death... (84 mins.)
266,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,66,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Nightmares,1983,Director: Joseph Sargent; Stars: Cristina Raines Joe Lambie Anthony James Clare Nono,<img height="209" width="140" alt="Image of Nightmares" title="Image of Nightmares" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTY2Nzg5MTMwOV5BMl5BanBnXkFtZTcwNTg1MDQyMQ@@._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of Nightmares" title="Image of Nightmares" src="http://ia.media-imdb.com/images/M/MV5BMTY2Nzg5MTMwOV5BMl5BanBnXkFtZTcwNTg1MDQyMQ@@._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,Four horror tales with a supernatural twist based on urban ledgends. (99 mins.)
267,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,67,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Spacehunter: Adventures in the Forbidden Zone,1983,Director: Lamont Johnson; Stars: Peter Strauss Molly Ringwald Ernie Hudson Andrea Marcovicci,<img height="209" width="140" alt="Image of Spacehunter: Adventures in the Forbidden Zone" title="Image of Spacehunter: Adventures in the Forbidden Zone" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BODI5NjU0ODc4MV5BMl5BanBnXkFtZTYwNTgzMzE5._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of Spacehunter: Adventures in the Forbidden Zone" title="Image of Spacehunter: Adventures in the Forbidden Zone" src="http://ia.media-imdb.com/images/M/MV5BODI5NjU0ODc4MV5BMl5BanBnXkFtZTYwNTgzMzE5._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,Three women makes an emergency landing on a planet plagued with a fatal disease but are captured by dictator Overdog... (90 mins.)
268,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,68,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Yor the Hunter from the Future,1983,Director: Anthony M. Dawson; Stars: Reb Brown Corinne Cléry Luciano Pigozzi Carole André,<img height="209" width="140" alt="Image of Yor the Hunter from the Future" title="Image of Yor the Hunter from the Future" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU5NDQyNDg2OF5BMl5BanBnXkFtZTcwNjQ4MTEyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Yor the Hunter from the Future" title="Image of Yor the Hunter from the Future" src="http://ia.media-imdb.com/images/M/MV5BMTU5NDQyNDg2OF5BMl5BanBnXkFtZTcwNjQ4MTEyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A warrior seeks his true origins in a seemingly prehistoric wasteland. (88 mins.)
269,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,69,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Electric Dreams,1984,Director: Steve Barron; Stars: Lenny von Dohlen Virginia Madsen Maxwell Caulfield Bud Cort,<img height="209" width="140" alt="Image of Electric Dreams" title="Image of Electric Dreams" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjA0MjMxNzA2MV5BMl5BanBnXkFtZTgwMzI1MzQxMDE@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Electric Dreams" title="Image of Electric Dreams" src="http://ia.media-imdb.com/images/M/MV5BMjA0MjMxNzA2MV5BMl5BanBnXkFtZTgwMzI1MzQxMDE@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,An artificially intelligent PC and his human owner find themselves in a romantic rivalry over a woman. (95 mins.)
270,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,70,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Iceman,1984,Director: Fred Schepisi; Stars: Timothy Hutton Lindsay Crouse John Lone Josef Sommer,<img height="209" width="140" alt="Image of Iceman" title="Image of Iceman" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTUzMzE2NTYyN15BMl5BanBnXkFtZTcwNjUyMzcyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Iceman" title="Image of Iceman" src="http://ia.media-imdb.com/images/M/MV5BMTUzMzE2NTYyN15BMl5BanBnXkFtZTcwNjUyMzcyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,An anthropologist who is part of an arctic exploration team discovers the body of a prehistoric Neanderthal man who is subsequently resuscitated... (100 mins.)
271,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,71,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Baby: Secret of the Lost Legend,1985,Director: B.W.L. Norton; Stars: William Katt Sean Young Patrick McGoohan Julian Fellowes,<img height="209" width="140" alt="Image of Baby: Secret of the Lost Legend" title="Image of Baby: Secret of the Lost Legend" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMzcwODA5NjMzMl5BMl5BanBnXkFtZTcwNDcxMDIyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Baby: Secret of the Lost Legend" title="Image of Baby: Secret of the Lost Legend" src="http://ia.media-imdb.com/images/M/MV5BMzcwODA5NjMzMl5BMl5BanBnXkFtZTcwNDcxMDIyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,Paleontologist and her husband discover a mother and baby brontosaurus in Africa try to protect them from hunters who want to capture them. (95 mins.)
272,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,72,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Bride,1985,Director: Franc Roddam; Stars: Sting Jennifer Beals Anthony Higgins Clancy Brown,<img height="209" width="140" alt="Image of The Bride" title="Image of The Bride" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjEyMTMwMzU2MF5BMl5BanBnXkFtZTcwNzI5MDYyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Bride" title="Image of The Bride" src="http://ia.media-imdb.com/images/M/MV5BMjEyMTMwMzU2MF5BMl5BanBnXkFtZTcwNzI5MDYyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Sting is Doctor Frankenstein in this remake of the old classic film The Bride of Frankenstein. After years of research the doctor finally succeeds in creating the perfect woman who gets the name "Eva". (118 mins.)
273,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,73,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Creator,1985,Director: Ivan Passer; Stars: Peter O'Toole Mariel Hemingway Vincent Spano Virginia Madsen,<img height="209" width="140" alt="Image of Creator" title="Image of Creator" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQxMzM5OTA0Ml5BMl5BanBnXkFtZTgwNzQ0MzQxMDE@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Creator" title="Image of Creator" src="http://ia.media-imdb.com/images/M/MV5BMTQxMzM5OTA0Ml5BMl5BanBnXkFtZTgwNzQ0MzQxMDE@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,An eccentric scientist teaches a student in his own manner while he looks for a way to clone his deceased wife. (107 mins.)
274,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,74,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Black Moon Rising,1986,Director: Harley Cokliss; Stars: Tommy Lee Jones Linda Hamilton Robert Vaughn Richard Jaeckel,<img height="209" width="140" alt="Image of Black Moon Rising" title="Image of Black Moon Rising" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjEyODQ4MDg4MV5BMl5BanBnXkFtZTcwMzg4MDYyMQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Black Moon Rising" title="Image of Black Moon Rising" src="http://ia.media-imdb.com/images/M/MV5BMjEyODQ4MDg4MV5BMl5BanBnXkFtZTcwMzg4MDYyMQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A professional thief is hired by the FBI to steal a data tape from a company under investigation. The analysis of this tape... (100 mins.)
275,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,75,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Eliminators,1986,Director: Peter Manoogian; Stars: Andrew Prine Denise Crosby Patrick Reynolds Conan Lee,<img height="209" width="140" alt="Image of Eliminators" title="Image of Eliminators" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTM4ODE0OTIzNV5BMl5BanBnXkFtZTcwMDYzMzI5MQ@@._V1._SY209_CR550140209_.jpg" />; <img height="209" width="140" alt="Image of Eliminators" title="Image of Eliminators" src="http://ia.media-imdb.com/images/M/MV5BMTM4ODE0OTIzNV5BMl5BanBnXkFtZTcwMDYzMzI5MQ@@._V1._SY209_CR550140209_.jpg" class="zero-z-index" />,A former pilot rebels against his creator teaming up with the scientist responsible for android technology her pet robot Spot a rough-and-tumble riverboat guide and a martial arts warrior. (96 mins.)
276,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,76,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Invaders from Mars,1986,Director: Tobe Hooper; Stars: Karen Black Hunter Carson Timothy Bottoms Laraine Newman,<img height="209" width="140" alt="Image of Invaders from Mars" title="Image of Invaders from Mars" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTcyOTcxODY1Ml5BMl5BanBnXkFtZTcwMTc4OTcyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Invaders from Mars" title="Image of Invaders from Mars" src="http://ia.media-imdb.com/images/M/MV5BMTcyOTcxODY1Ml5BMl5BanBnXkFtZTcwMTc4OTcyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,In this remake of the classic 50s SF tale a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents... (100 mins.)
