catpath	sex	count()
literature/prose/fiction/fantasy		17
literature/prose/fiction/fantasy/flashfic		1
literature/prose/fiction/fantasy/flashfic	f	17
literature/prose/fiction/fantasy/flashfic	n	8
literature/prose/fiction/fantasy/flashfic	m	7
literature/prose/fiction/fantasy/intros	m	43
literature/prose/fiction/fantasy/intros	f	38
literature/prose/fiction/fantasy/intros		9
literature/prose/fiction/fantasy/shortstory		3
literature/prose/fiction/fantasy/shortstory	n	5
literature/prose/fiction/fantasy/shortstory	m	9
literature/prose/fiction/fantasy/shortstory	f	20
literature/prose/fiction/general		55
literature/prose/fiction/general	f	486
literature/prose/fiction/general	m	289
literature/prose/fiction/general	n	67
literature/prose/fiction/general	o	3
literature/prose/fiction/general/flashfic		9
literature/prose/fiction/general/flashfic	m	27
literature/prose/fiction/general/flashfic	n	22
literature/prose/fiction/general/flashfic	f	67
literature/prose/fiction/general/intros	f	34
literature/prose/fiction/general/intros	n	2
literature/prose/fiction/general/intros	m	25
literature/prose/fiction/general/intros		1
literature/prose/fiction/general/shortstory	n	10
literature/prose/fiction/general/shortstory	m	18
literature/prose/fiction/general/shortstory	f	39
literature/prose/fiction/general/shortstory		16
literature/prose/fiction/historical	m	8
literature/prose/fiction/historical	n	4
literature/prose/fiction/historical	f	21
literature/prose/fiction/horror		15
literature/prose/fiction/horror	m	116
literature/prose/fiction/horror	n	21
literature/prose/fiction/horror	f	107
literature/prose/fiction/horror/flashfic	n	1
literature/prose/fiction/horror/flashfic	m	6
literature/prose/fiction/horror/flashfic	f	5
literature/prose/fiction/horror/intros	f	2
literature/prose/fiction/horror/intros	m	10
literature/prose/fiction/horror/intros	n	3
literature/prose/fiction/horror/intros		5
literature/prose/fiction/horror/shortstory	n	6
literature/prose/fiction/horror/shortstory	m	13
literature/prose/fiction/horror/shortstory	f	2
literature/prose/fiction/horror/shortstory		1
literature/prose/fiction/humor	f	97
literature/prose/fiction/humor	n	16
literature/prose/fiction/humor	m	152
literature/prose/fiction/humor		3
literature/prose/fiction/humor/flashfic		2
literature/prose/fiction/humor/flashfic	f	7
literature/prose/fiction/humor/flashfic	n	2
literature/prose/fiction/humor/flashfic	m	4
literature/prose/fiction/humor/intros	f	1
literature/prose/fiction/humor/intros	n	4
literature/prose/fiction/humor/intros	m	3
literature/prose/fiction/humor/shortstory	n	5
literature/prose/fiction/humor/shortstory	m	9
literature/prose/fiction/humor/shortstory	f	5
literature/prose/fiction/humor/shortstory		1
literature/prose/fiction/lifestories		7
literature/prose/fiction/lifestories	f	119
literature/prose/fiction/lifestories	m	43
literature/prose/fiction/lifestories	n	14
literature/prose/fiction/mystery	n	3
literature/prose/fiction/mystery	f	27
literature/prose/fiction/mystery	m	43
literature/prose/fiction/mystery/flashfic	n	1
literature/prose/fiction/mystery/flashfic	m	3
literature/prose/fiction/mystery/flashfic	f	4
literature/prose/fiction/mystery/intros	m	6
literature/prose/fiction/mystery/intros	f	5
literature/prose/fiction/mystery/shortstory	f	2
literature/prose/fiction/mystery/shortstory	m	3
literature/prose/fiction/occult		1
literature/prose/fiction/occult	m	13
literature/prose/fiction/occult	n	14
literature/prose/fiction/occult	f	33
literature/prose/fiction/occult/flashfic	f	1
literature/prose/fiction/occult/flashfic	m	1
literature/prose/fiction/occult/intros	f	8
literature/prose/fiction/occult/intros	m	2
literature/prose/fiction/occult/intros	n	6
literature/prose/fiction/occult/shortstory	m	6
literature/prose/fiction/perspectives	f	261
literature/prose/fiction/perspectives	m	138
literature/prose/fiction/perspectives	n	47
literature/prose/fiction/perspectives		11
literature/prose/fiction/perspectives/flashfic	f	34
literature/prose/fiction/perspectives/flashfic	n	7
literature/prose/fiction/perspectives/flashfic	m	3
literature/prose/fiction/perspectives/flashfic		1
literature/prose/fiction/perspectives/intros	f	1
literature/prose/fiction/perspectives/shortstory		3
literature/prose/fiction/perspectives/shortstory	f	11
literature/prose/fiction/perspectives/shortstory	m	3
literature/prose/fiction/perspectives/shortstory	n	4
literature/prose/fiction/philosophical		2
literature/prose/fiction/philosophical	f	30
literature/prose/fiction/philosophical	n	8
literature/prose/fiction/philosophical	m	51
literature/prose/fiction/romantic/erotic	f	29
literature/prose/fiction/romantic/erotic	n	3
literature/prose/fiction/romantic/erotic	m	18
literature/prose/fiction/romantic/erotic		1
literature/prose/fiction/romantic/erotic/flashfic	f	3
literature/prose/fiction/romantic/erotic/shortstory	m	3
literature/prose/fiction/romantic/erotic/shortstory	f	2
literature/prose/fiction/romantic/general	n	8
literature/prose/fiction/romantic/general	m	25
literature/prose/fiction/romantic/general	f	71
literature/prose/fiction/romantic/general		2
literature/prose/fiction/romantic/general/flashfic	m	1
literature/prose/fiction/romantic/general/flashfic	n	1
literature/prose/fiction/romantic/general/flashfic	f	8
literature/prose/fiction/romantic/general/intros	f	6
literature/prose/fiction/romantic/general/shortstory	m	2
literature/prose/fiction/romantic/general/shortstory	n	1
literature/prose/fiction/romantic/general/shortstory	f	5
literature/prose/fiction/romantic/married	m	2
literature/prose/fiction/romantic/married	f	7
literature/prose/fiction/romantic/mature	f	67
literature/prose/fiction/romantic/mature	m	9
literature/prose/fiction/romantic/mature		8
literature/prose/fiction/romantic/tawdry	m	3
literature/prose/fiction/romantic/tawdry	f	4
literature/prose/fiction/romantic/tawdry/flashfic	n	1
literature/prose/fiction/romantic/tawdry/flashfic	f	5
literature/prose/fiction/romantic/tawdry/intros	m	7
literature/prose/fiction/romantic/tawdry/shortstory	m	2
literature/prose/fiction/romantic/teen	f	22
literature/prose/fiction/romantic/teen	m	13
literature/prose/fiction/romantic/teen	n	4
literature/prose/fiction/romantic/teen/flashfic		2
literature/prose/fiction/romantic/teen/flashfic	f	4
literature/prose/fiction/romantic/teen/flashfic	m	1
literature/prose/fiction/satire		3
literature/prose/fiction/satire	f	21
literature/prose/fiction/satire	m	28
literature/prose/fiction/satire	n	2
literature/prose/fiction/scifi	f	90
literature/prose/fiction/scifi	n	21
literature/prose/fiction/scifi	m	121
literature/prose/fiction/scifi		3
literature/prose/fiction/scifi/flashfic	f	4
literature/prose/fiction/scifi/flashfic	m	14
literature/prose/fiction/scifi/flashfic	n	4
literature/prose/fiction/scifi/intros	f	20
literature/prose/fiction/scifi/intros	n	2
literature/prose/fiction/scifi/intros	m	17
literature/prose/fiction/scifi/intros		2
literature/prose/fiction/scifi/shortstory	m	9
literature/prose/fiction/scifi/shortstory	n	2
literature/prose/fiction/scifi/shortstory	f	7
literature/prose/fiction/sociopolitical	f	19
literature/prose/fiction/sociopolitical	m	31
literature/prose/fiction/sociopolitical	n	2
literature/prose/fiction/sociopolitical/flashfic	m	2
literature/prose/fiction/sociopolitical/flashfic	f	2
literature/prose/fiction/sociopolitical/shortstory	f	2
literature/prose/fiction/sociopolitical/shortstory	m	3
literature/prose/fiction/spiritual		1
literature/prose/fiction/spiritual	f	24
literature/prose/fiction/spiritual	m	18
literature/prose/fiction/spiritual	n	5
literature/prose/fiction/transgressive		1
literature/prose/fiction/transgressive	f	35
literature/prose/fiction/transgressive	m	36
literature/prose/fiction/transgressive	n	7
literature/prose/fiction/transgressive/flashfic	f	4
literature/prose/fiction/transgressive/flashfic	m	2
literature/prose/fiction/transgressive/flashfic	n	3
literature/prose/fiction/transgressive/intros	f	2
literature/prose/fiction/transgressive/shortstory	m	1
literature/prose/fiction/transgressive/shortstory	f	1
literature/prose/nonfiction/biographies		2
literature/prose/nonfiction/biographies	f	95
literature/prose/nonfiction/biographies	n	12
literature/prose/nonfiction/biographies	m	49
literature/prose/nonfiction/biographies/intros	f	2
literature/prose/nonfiction/biographies/intros	m	1
literature/prose/nonfiction/biographies/stories	f	14
literature/prose/nonfiction/biographies/stories	n	10
literature/prose/nonfiction/biographies/stories	m	10
literature/prose/nonfiction/editorial		3
literature/prose/nonfiction/editorial	n	14
literature/prose/nonfiction/editorial	m	34
literature/prose/nonfiction/editorial	f	20
literature/prose/nonfiction/emotional		4
literature/prose/nonfiction/emotional	n	2
literature/prose/nonfiction/emotional	m	7
literature/prose/nonfiction/emotional	f	33
literature/prose/nonfiction/essays	n	18
literature/prose/nonfiction/essays	m	59
literature/prose/nonfiction/essays	f	52
literature/prose/nonfiction/essays		1
literature/prose/nonfiction/general	n	25
literature/prose/nonfiction/general	o	1
literature/prose/nonfiction/general	m	72
literature/prose/nonfiction/general	f	152
literature/prose/nonfiction/general		4
literature/prose/nonfiction/general/intros	f	1
literature/prose/nonfiction/general/stories	n	6
literature/prose/nonfiction/general/stories	m	8
literature/prose/nonfiction/general/stories	f	11
literature/prose/nonfiction/general/stories		2
literature/prose/nonfiction/historical		2
literature/prose/nonfiction/historical	m	1
literature/prose/nonfiction/historical	f	4
literature/prose/nonfiction/journalism		3
literature/prose/nonfiction/journalism	m	19
literature/prose/nonfiction/journalism	f	17
literature/prose/nonfiction/journalism	n	2
literature/prose/nonfiction/letters	f	17
literature/prose/nonfiction/letters	n	4
literature/prose/nonfiction/letters	m	2
literature/prose/nonfiction/philosophical	f	66
literature/prose/nonfiction/philosophical	n	19
literature/prose/nonfiction/philosophical	m	59
literature/prose/nonfiction/reviews	f	14
literature/prose/nonfiction/reviews	m	18
literature/prose/nonfiction/reviews	n	4
literature/prose/nonfiction/reviews		1
literature/prose/nonfiction/satire	n	5
literature/prose/nonfiction/satire	m	18
literature/prose/nonfiction/satire	f	15
literature/prose/nonfiction/satire		2
literature/scripts	n	6
literature/scripts	m	42
literature/scripts	f	32
literature/scripts		2
literature/scripts/fulllength/comedy	m	1
literature/scripts/fulllength/comedy	f	1
literature/scripts/fulllength/drama	f	2
literature/scripts/fulllength/drama	m	1
literature/scripts/monologue/comedy	m	2
literature/scripts/monologue/drama	f	1
literature/scripts/oneacts/comedy	f	1
literature/scripts/screenplays/comedy	f	3
literature/scripts/screenplays/drama	m	3
literature/scripts/screenplays/drama	f	2
literature/scripts/skits/comedy	f	2
literature/scripts/skits/comedy	m	1
literature/scripts/skits/comedy		1
manga/digital		1
manga/digital/3d	m	142
manga/digital/3d	n	13
manga/digital/3d	f	21
manga/digital/3d		1
manga/digital/doujnshi/pages	n	1
manga/digital/doujnshi/pages	m	3
manga/digital/doujnshi/pages	f	10
manga/digital/doujnshi/pages		1
manga/digital/doujnshi/strips	f	12
manga/digital/doujnshi/strips	m	11
manga/digital/drawings		798
manga/digital/drawings	o	38
manga/digital/drawings	m	2984
manga/digital/drawings	n	1658
manga/digital/drawings	f	6710
manga/digital/fanart	m	184
manga/digital/fanart	n	165
manga/digital/fanart	f	400
manga/digital/fanart		50
manga/digital/manga/pages		58
manga/digital/manga/pages	f	338
manga/digital/manga/pages	o	10
manga/digital/manga/pages	m	301
manga/digital/manga/pages	n	56
manga/digital/manga/strips		3
manga/digital/manga/strips	f	42
manga/digital/manga/strips	n	31
manga/digital/manga/strips	m	39
manga/digital/oekaki		37
manga/digital/oekaki	m	185
manga/digital/oekaki	n	131
manga/digital/oekaki	f	486
manga/digital/paintings	n	428
manga/digital/paintings	m	1023
manga/digital/paintings	o	2
manga/digital/paintings	f	1531
manga/digital/paintings		160
manga/digital/vector		8
manga/digital/vector	m	81
manga/digital/vector	n	27
manga/digital/vector	f	48
manga/traditional/doujnshi/panels	m	3
manga/traditional/doujnshi/panels	f	2
manga/traditional/doujnshi/strips	m	1
manga/traditional/doujnshi/strips	n	1
manga/traditional/doujnshi/strips	f	3
manga/traditional/drawings	m	1689
manga/traditional/drawings	n	640
manga/traditional/drawings	o	3
manga/traditional/drawings	f	3667
manga/traditional/drawings		335
manga/traditional/fanartdrawings		30
manga/traditional/fanartdrawings	f	193
manga/traditional/fanartdrawings	m	101
manga/traditional/fanartdrawings	n	52
manga/traditional/fanartpaintings		7
manga/traditional/fanartpaintings	f	36
manga/traditional/fanartpaintings	n	9
manga/traditional/fanartpaintings	m	3
manga/traditional/manga	m	1
manga/traditional/manga/panels	f	144
manga/traditional/manga/panels	m	125
manga/traditional/manga/panels	n	35
manga/traditional/manga/panels		44
manga/traditional/manga/strips		4
manga/traditional/manga/strips	f	14
manga/traditional/manga/strips	o	1
manga/traditional/manga/strips	m	30
manga/traditional/manga/strips	n	12
manga/traditional/mixedmedia		16
manga/traditional/mixedmedia	f	298
manga/traditional/mixedmedia	m	87
manga/traditional/mixedmedia	o	2
manga/traditional/mixedmedia	n	48
manga/traditional/paintings		23
manga/traditional/paintings	f	510
manga/traditional/paintings	n	112
manga/traditional/paintings	m	131
photography	m	9
photography	n	2
photography	f	4
photography/abstract	f	427
photography/abstract	m	1410
photography/abstract	n	128
photography/abstract		9
photography/abstract/abstracts	f	1919
photography/abstract/abstracts	m	4901
photography/abstract/abstracts	o	1
photography/abstract/abstracts	n	440
photography/abstract/abstracts		50
photography/abstract/surreal		62
photography/abstract/surreal	f	1112
photography/abstract/surreal	o	6
photography/abstract/surreal	n	205
photography/abstract/surreal	m	2854
photography/architecture/bridges	m	49
photography/architecture/bridges	n	1
photography/architecture/bridges	f	15
photography/architecture/bridges		3
photography/architecture/exterior	m	8595
photography/architecture/exterior	n	494
photography/architecture/exterior	f	3152
photography/architecture/exterior		122
photography/architecture/interior		52
photography/architecture/interior	f	1030
photography/architecture/interior	m	2733
photography/architecture/interior	n	188
photography/architecture/interior	o	1
photography/architecture/statues	f	811
photography/architecture/statues	o	1
photography/architecture/statues	n	87
photography/architecture/statues	m	1841
photography/architecture/statues		63
photography/architecture/unsorted	n	69
photography/architecture/unsorted	m	823
photography/architecture/unsorted	f	196
photography/architecture/unsorted		12
photography/civilization	m	1
photography/civilization/bridges	n	31
photography/civilization/bridges	f	177
photography/civilization/bridges	m	575
photography/civilization/bridges		17
photography/civilization/city		68
photography/civilization/city	f	1463
photography/civilization/city	o	3
photography/civilization/city	n	365
photography/civilization/city	m	4796
photography/civilization/cityscape	f	1009
photography/civilization/cityscape	n	284
photography/civilization/cityscape	m	3800
photography/civilization/cityscape		38
photography/civilization/country	f	851
photography/civilization/country	o	1
photography/civilization/country	n	216
photography/civilization/country	m	2388
photography/civilization/country		31
photography/civilization/gardens		34
photography/civilization/gardens	f	676
photography/civilization/gardens	m	1305
photography/civilization/gardens	o	2
photography/civilization/gardens	n	104
photography/civilization/industrial		59
photography/civilization/industrial	m	1846
photography/civilization/industrial	n	173
photography/civilization/industrial	f	440
photography/civilization/misc	m	2407
photography/civilization/misc	n	179
photography/civilization/misc	f	1065
photography/civilization/misc		57
photography/civilization/urbanex	f	21
photography/civilization/urbanex	n	8
photography/civilization/urbanex	m	127
